batch_no,rule_id,item_count,run_date,run_id,batch_sum,currency,status_guid,created_by,created_on,approved_by,approved_on,paying_co_code,house_bank,created_time,user_pattern
0000025061,UNES_AP_10,00003,20250423,00016B,7399.15,USD,005056BEA1661FD0,C_LOPEZ,20250423,C_LOPEZ,20250423,UNES,SOG01,112355,HQ weekly AP operator (Wednesday cycle)
0000025062,UNES_AP_10,00037,20250423,00016B,105009.18,USD,005056BEA1661FD0,C_LOPEZ,20250423,C_LOPEZ,20250423,UNES,SOG01,112358,HQ weekly AP operator (Wednesday cycle)
0000025063,UNES_AP_EX,00001,20250423,00016B,1000.00,USD,005056BEA1661FD0,C_LOPEZ,20250423,C_LOPEZ,20250423,UNES,SOG01,112358,HQ weekly AP operator (Wednesday cycle)
0000025031,UNES_AP_10,00007,20250422,00001B,28594.33,USD,005056BEA1661FD0,C_LOPEZ,20250422,C_LOPEZ,20250422,UNES,CIT04,093931,HQ weekly AP operator (Wednesday cycle)
0000025032,UNES_AP_10,00007,20250422,00001B,15250.50,USD,005056BEA1661FD0,C_LOPEZ,20250422,C_LOPEZ,20250422,UNES,CIT04,093933,HQ weekly AP operator (Wednesday cycle)
0000025033,UBO_AP_MAX,00036,20250422,00007B,304337.95,BRL,005056BEA1661FD0,E_AMARAL,20250422,E_AMARAL,20250422,UBO,CIT01,171105,UBO Brazil field office (UBO_AP_MAX)
0000025034,UBO_AP_MAX,00003,20250422,00007B,2838.44,BRL,005056BEA1661FD0,E_AMARAL,20250422,E_AMARAL,20250422,UBO,CIT01,171108,UBO Brazil field office (UBO_AP_MAX)
0000025035,UBO_AP_MAX,00001,20250422,00008B,2720.12,BRL,005056BEA1661FD0,E_AMARAL,20250422,E_AMARAL,20250422,UBO,CIT01,171111,UBO Brazil field office (UBO_AP_MAX)
0000024995,UNES_AP_10,00032,20250416,00003B,687353.07,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,CIT04,104426,HQ weekly AP operator (Wednesday cycle)
0000024997,UNES_AP_10,00167,20250416,00003B,1215727.82,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104430,HQ weekly AP operator (Wednesday cycle)
0000024998,UNES_AP_EX,00001,20250416,00003B,7160.00,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104430,HQ weekly AP operator (Wednesday cycle)
0000024999,UNES_AP_10,00050,20250416,00003B,497449.03,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104435,HQ weekly AP operator (Wednesday cycle)
0000025000,UNES_AP_10,00006,20250416,00003B,10814.18,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG03,104459,HQ weekly AP operator (Wednesday cycle)
0000025002,UNES_AP_10,00001,20250416,00003B,318.40,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG03,104506,HQ weekly AP operator (Wednesday cycle)
0000025001,UNES_AP_10,00001,20250416,00003B,1179.57,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG03,104503,HQ weekly AP operator (Wednesday cycle)
0000025003,UNES_AP_10,00001,20250416,00004B,1873.64,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104507,HQ weekly AP operator (Wednesday cycle)
0000025005,UNES_AP_10,00047,20250416,00004B,168222.16,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104509,HQ weekly AP operator (Wednesday cycle)
0000025004,UNES_AP_10,00004,20250416,00003B,362254.65,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104508,HQ weekly AP operator (Wednesday cycle)
0000025007,UNES_AP_10,00044,20250416,00003B,284287.88,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104512,HQ weekly AP operator (Wednesday cycle)
0000025006,UNES_AP_EX,00001,20250416,00004B,2600.00,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104509,HQ weekly AP operator (Wednesday cycle)
0000025010,UNES_AP_10,00106,20250416,00004B,205408.45,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104531,HQ weekly AP operator (Wednesday cycle)
0000025011,UNES_AP_10,00004,20250416,00004B,5640.98,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG03,104533,HQ weekly AP operator (Wednesday cycle)
0000025013,UNES_AP_10,00027,20250416,00004B,34581.84,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,CIT04,104537,HQ weekly AP operator (Wednesday cycle)
0000025008,UNES_AP_EX,00002,20250416,00003B,15450.00,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104512,HQ weekly AP operator (Wednesday cycle)
0000025009,UNES_AP_10,00003,20250416,00003B,10833.44,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,CIT21,104532,HQ weekly AP operator (Wednesday cycle)
0000025012,UNES_AP_10,00006,20250416,00003B,15041.98,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104533,HQ weekly AP operator (Wednesday cycle)
0000025017,UNES_AP_10,00039,20250416,00003B,155861.39,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104537,HQ weekly AP operator (Wednesday cycle)
0000025014,UNES_AP_10,00002,20250416,00004B,844.86,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,CIT21,104540,HQ weekly AP operator (Wednesday cycle)
0000025015,UNES_AP_10,00001,20250416,00004B,946.40,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104541,HQ weekly AP operator (Wednesday cycle)
0000025016,UNES_AP_10,00022,20250416,00004B,79145.42,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104543,HQ weekly AP operator (Wednesday cycle)
0000025018,UNES_AP_EX,00002,20250416,00003B,2771.71,USD,005056BEA1661FD0,I_MARQUAND,20250416,I_MARQUAND,20250416,UNES,SOG01,104537,HQ weekly AP operator (Wednesday cycle)
0000024988,UNES_AP_10,00027,20250415,00003B,90448.60,USD,005056BEA1661FD0,I_MARQUAND,20250415,I_MARQUAND,20250415,UNES,CIT04,101402,HQ weekly AP operator (Wednesday cycle)
0000024989,UBO_AP_MAX,00042,20250415,00005B,526982.12,BRL,005056BEA1661FD0,E_AMARAL,20250415,E_AMARAL,20250415,UBO,CIT01,180417,UBO Brazil field office (UBO_AP_MAX)
0000024992,UBO_AP_MAX,00001,20250415,00006B,2369.77,BRL,005056BEA1661FD0,E_AMARAL,20250415,E_AMARAL,20250415,UBO,CIT01,180449,UBO Brazil field office (UBO_AP_MAX)
0000024993,PAYROLL,00137,20250415,00009B,337132.84,USD,005056BEA1661FD0,EZ_MOYO,20250415,EZ_MOYO,20250416,UNES,SOG01,184017,Occasional / unclassified
0000024994,PAYROLL,00002,20250415,00009B,8548.00,USD,005056BEA1661FD0,EZ_MOYO,20250415,EZ_MOYO,20250416,UNES,SOG01,184020,Occasional / unclassified
0000024984,UBO_AP_MAX,00048,20250411,00002B,527379.65,BRL,005056BEA1661FD0,E_AMARAL,20250411,E_AMARAL,20250411,UBO,CIT01,162147,UBO Brazil field office (UBO_AP_MAX)
0000024985,UBO_AP_MAX,00002,20250411,00002B,207.05,BRL,005056BEA1661FD0,E_AMARAL,20250411,E_AMARAL,20250411,UBO,CIT01,162152,UBO Brazil field office (UBO_AP_MAX)
0000024986,UBO_AP_MAX,00001,20250411,00003B,9381.50,BRL,005056BEA1661FD0,E_AMARAL,20250411,E_AMARAL,20250411,UBO,CIT01,162153,UBO Brazil field office (UBO_AP_MAX)
0000024948,UNES_AP_10,00063,20250409,00002B,564342.25,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,CIT04,141006,HQ weekly AP operator (Wednesday cycle)
0000024949,UNES_AP_IK,00001,20250409,00002B,67523.98,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,CIT04,141006,HQ weekly AP operator (Wednesday cycle)
0000024950,UNES_AP_10,00002,20250409,00002B,1622.84,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141012,HQ weekly AP operator (Wednesday cycle)
0000024951,UNES_AP_10,00048,20250409,00002B,318860.78,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141014,HQ weekly AP operator (Wednesday cycle)
0000024952,UNES_AP_10,00284,20250409,00002B,1166294.36,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141032,HQ weekly AP operator (Wednesday cycle)
0000024953,UNES_AP_10,00001,20250409,00002B,2500.00,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG03,141037,HQ weekly AP operator (Wednesday cycle)
0000024954,UNES_AP_10,00013,20250409,00002B,42412.51,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG03,141039,HQ weekly AP operator (Wednesday cycle)
0000024955,UNES_AP_10,00001,20250409,00002B,8500.00,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG03,141044,HQ weekly AP operator (Wednesday cycle)
0000024956,UNES_AP_10,00007,20250409,00002B,151632.47,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141046,HQ weekly AP operator (Wednesday cycle)
0000024957,UNES_AP_10,00043,20250409,00002B,437712.99,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141050,HQ weekly AP operator (Wednesday cycle)
0000024958,UNES_AP_10,00003,20250409,00002B,8248.62,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141102,HQ weekly AP operator (Wednesday cycle)
0000024959,UNES_AP_10,00043,20250409,00002B,85782.30,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141104,HQ weekly AP operator (Wednesday cycle)
0000024960,UNES_AP_EX,00001,20250409,00002B,314.00,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141104,HQ weekly AP operator (Wednesday cycle)
0000024961,UNES_AP_10,00002,20250409,00002B,8182.13,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141119,HQ weekly AP operator (Wednesday cycle)
0000024962,UNES_AP_10,00044,20250409,00002B,192221.77,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141121,HQ weekly AP operator (Wednesday cycle)
0000024963,UNES_AP_EX,00002,20250409,00002B,7479.00,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141121,HQ weekly AP operator (Wednesday cycle)
0000024964,UNES_AP_10,00002,20250409,00002B,4618.10,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141138,HQ weekly AP operator (Wednesday cycle)
0000024965,UNES_AP_10,00047,20250409,00002B,188445.54,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141140,HQ weekly AP operator (Wednesday cycle)
0000024966,UNES_AP_EX,00001,20250409,00002B,300.00,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141140,HQ weekly AP operator (Wednesday cycle)
0000024967,UNES_AP_10,00001,20250409,00002B,377.16,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141155,HQ weekly AP operator (Wednesday cycle)
0000024968,UNES_AP_10,00030,20250409,00002B,70743.87,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141156,HQ weekly AP operator (Wednesday cycle)
0000024969,UNES_AP_EX,00001,20250409,00002B,5600.00,USD,005056BEA1661FD0,I_MARQUAND,20250409,I_MARQUAND,20250409,UNES,SOG01,141156,HQ weekly AP operator (Wednesday cycle)
0000024970,UBO_AP_MAX,00047,20250409,00025B,666546.04,BRL,005056BEA1661FD0,E_AMARAL,20250409,E_AMARAL,20250409,UBO,CIT01,172128,UBO Brazil field office (UBO_AP_MAX)
0000024972,UBO_AP_MAX,00001,20250409,00026B,55977.47,BRL,005056BEA1661FD0,E_AMARAL,20250409,E_AMARAL,20250409,UBO,CIT01,172135,UBO Brazil field office (UBO_AP_MAX)
0000024947,UNES_AP_10,00009,20250408,00001B,53988.11,USD,005056BEA1661FD0,I_MARQUAND,20250408,I_MARQUAND,20250408,UNES,CIT04,093432,HQ weekly AP operator (Wednesday cycle)
0000024942,UBO_AP_MAX,00054,20250407,00002B,819997.52,BRL,005056BEA1661FD0,E_AMARAL,20250407,E_AMARAL,20250407,UBO,CIT01,171544,UBO Brazil field office (UBO_AP_MAX)
0000024944,UBO_AP_MAX,00004,20250407,00002B,7230.92,BRL,005056BEA1661FD0,E_AMARAL,20250407,E_AMARAL,20250407,UBO,CIT01,171550,UBO Brazil field office (UBO_AP_MAX)
0000024945,UBO_AP_MAX,00001,20250407,00003B,1068.04,BRL,005056BEA1661FD0,E_AMARAL,20250407,E_AMARAL,20250407,UBO,CIT01,171551,UBO Brazil field office (UBO_AP_MAX)
0000024946,UBO_AP_MAX,00001,20250407,00004B,1919.99,BRL,005056BEA1661FD0,E_AMARAL,20250407,E_AMARAL,20250407,UBO,CIT01,171557,UBO Brazil field office (UBO_AP_MAX)
0000024939,UNES_AP_10,00001,20250404,00009B,1546.39,USD,005056BEA1661FD0,C_LOPEZ,20250404,C_LOPEZ,20250404,UNES,SOG03,150919,HQ weekly AP operator (Wednesday cycle)
0000024940,UNES_AP_10,00001,20250404,00009B,10395.63,USD,005056BEA1661FD0,C_LOPEZ,20250404,C_LOPEZ,20250404,UNES,SOG01,150921,HQ weekly AP operator (Wednesday cycle)
0000024910,UNES_AP_10,00013,20250402,00001B,120149.95,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,103846,HQ weekly AP operator (Wednesday cycle)
0000024911,UNES_AP_10,00002,20250402,00001B,15314.78,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,103846,HQ weekly AP operator (Wednesday cycle)
0000024913,UNES_AP_10,00003,20250402,00003B,42927.12,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,144047,HQ weekly AP operator (Wednesday cycle)
0000024914,UNES_AP_10,00046,20250402,00003B,658911.17,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,144050,HQ weekly AP operator (Wednesday cycle)
0000024915,UNES_AP_EX,00001,20250402,00003B,1004.95,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,144050,HQ weekly AP operator (Wednesday cycle)
0000024916,UNES_AP_10,00275,20250402,00003B,1171766.46,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,144109,HQ weekly AP operator (Wednesday cycle)
0000024917,UNES_AP_10,00008,20250402,00003B,49033.62,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG03,144114,HQ weekly AP operator (Wednesday cycle)
0000024918,UNES_AP_10,00055,20250402,00003B,671543.27,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,CIT04,144119,HQ weekly AP operator (Wednesday cycle)
0000024919,UNES_AP_10,00007,20250402,00003B,105719.38,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,144124,HQ weekly AP operator (Wednesday cycle)
0000024920,UNES_AP_10,00043,20250402,00003B,558729.88,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,144128,HQ weekly AP operator (Wednesday cycle)
0000024921,UNES_AP_10,00002,20250402,00003B,4179.87,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,CIT21,144143,HQ weekly AP operator (Wednesday cycle)
0000024922,UNES_AP_10,00004,20250402,00003B,10483.83,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,144145,HQ weekly AP operator (Wednesday cycle)
0000024923,UNES_AP_10,00044,20250402,00003B,190033.72,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,144147,HQ weekly AP operator (Wednesday cycle)
0000024924,UNES_AP_EX,00002,20250402,00003B,3050.00,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,144147,HQ weekly AP operator (Wednesday cycle)
0000024925,UNES_AP_10,00025,20250402,00003B,59401.05,USD,005056BEA1661FD0,C_LOPEZ,20250402,C_LOPEZ,20250402,UNES,SOG01,144205,HQ weekly AP operator (Wednesday cycle)
0000024906,UNES_AP_10,00005,20250401,00001B,7055.93,USD,005056BEA1661FD0,C_LOPEZ,20250401,C_LOPEZ,20250401,UNES,CIT04,102546,HQ weekly AP operator (Wednesday cycle)
0000024907,UNES_AP_10,00002,20250401,00003B,374149.81,USD,005056BEA1661FD0,I_MARQUAND,20250401,I_MARQUAND,20250401,UNES,SOG01,170726,HQ weekly AP operator (Wednesday cycle)
0000024908,UNES_AP_10,00001,20250401,00003B,67.15,USD,005056BEA1661FD0,I_MARQUAND,20250401,I_MARQUAND,20250401,UNES,SOG03,170726,HQ weekly AP operator (Wednesday cycle)
0000024904,PAYROLL,00117,20250331,00001B,151308.18,USD,005056BEA1661FD0,F_DERAKHSHAN,20250331,F_DERAKHSHAN,20250331,UNES,SOG01,154839,Payroll solo operator
0000024905,PAYROLL,00001,20250331,00001B,7837.00,USD,005056BEA1661FD0,F_DERAKHSHAN,20250331,F_DERAKHSHAN,20250331,UNES,SOG01,154841,Payroll solo operator
0000024900,UBO_AP_MAX,00034,20250328,00004B,528464.77,BRL,005056BEA1661FD0,E_AMARAL,20250328,E_AMARAL,20250328,UBO,CIT01,170702,UBO Brazil field office (UBO_AP_MAX)
0000024902,UBO_AP_MAX,00005,20250328,00004B,4591.74,BRL,005056BEA1661FD0,E_AMARAL,20250328,E_AMARAL,20250328,UBO,CIT01,170707,UBO Brazil field office (UBO_AP_MAX)
0000024903,UBO_AP_MAX,00001,20250328,00005B,1120.04,BRL,005056BEA1661FD0,E_AMARAL,20250328,E_AMARAL,20250328,UBO,CIT01,170725,UBO Brazil field office (UBO_AP_MAX)
0000024893,UNES_AP_10,00003,20250327,00002B,17071.36,USD,005056BEA1661FD0,I_MARQUAND,20250327,I_MARQUAND,20250327,UNES,SOG01,102229,HQ weekly AP operator (Wednesday cycle)
0000024891,UNES_AP_10,00003,20250327,00002B,54704.04,USD,005056BEA1661FD0,I_MARQUAND,20250327,I_MARQUAND,20250327,UNES,CIT04,102227,HQ weekly AP operator (Wednesday cycle)
0000024895,IIEP_AP_ST,00015,20250327,00007B,50875.13,USD,005056BEA1661FD0,S_COURONNAUD,20250327,S_COURONNAUD,20250331,IIEP,SOG02,145356,Occasional / unclassified
0000024896,IIEP_AP_ST,00003,20250327,00007B,17800.00,USD,005056BEA1661FD0,S_COURONNAUD,20250327,S_COURONNAUD,20250331,IIEP,SOG01,145357,Occasional / unclassified
0000024861,UNES_AP_10,00063,20250326,00001B,267403.99,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,CIT04,111924,HQ weekly AP operator (Wednesday cycle)
0000024862,UNES_AP_IK,00003,20250326,00001B,59241.59,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,CIT04,111924,HQ weekly AP operator (Wednesday cycle)
0000024863,UNES_AP_10,00330,20250326,00001B,1674640.64,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,111930,HQ weekly AP operator (Wednesday cycle)
0000024864,UNES_AP_10,00001,20250326,00001B,1649.34,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,111936,HQ weekly AP operator (Wednesday cycle)
0000024865,UNES_AP_10,00049,20250326,00001B,872379.44,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,111937,HQ weekly AP operator (Wednesday cycle)
0000024866,UNES_AP_10,00003,20250326,00001B,5249.05,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG03,111953,HQ weekly AP operator (Wednesday cycle)
0000024867,UNES_AP_10,00001,20250326,00001B,791.82,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG03,111955,HQ weekly AP operator (Wednesday cycle)
0000024868,UNES_AP_10,00013,20250326,00001B,49822.71,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG03,111957,HQ weekly AP operator (Wednesday cycle)
0000024869,UNES_AP_10,00006,20250326,00001B,4472.64,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG03,112005,HQ weekly AP operator (Wednesday cycle)
0000024870,UNES_AP_10,00003,20250326,00001B,17320.26,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,112010,HQ weekly AP operator (Wednesday cycle)
0000024871,UNES_AP_10,00045,20250326,00001B,327821.68,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,112013,HQ weekly AP operator (Wednesday cycle)
0000024872,UNES_AP_EX,00001,20250326,00001B,27405.00,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,112013,HQ weekly AP operator (Wednesday cycle)
0000024873,UNES_AP_10,00006,20250326,00001B,8702.40,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,112032,HQ weekly AP operator (Wednesday cycle)
0000024874,UNES_AP_10,00041,20250326,00001B,149992.69,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,112035,HQ weekly AP operator (Wednesday cycle)
0000024875,UNES_AP_EX,00002,20250326,00001B,4954.48,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,112035,HQ weekly AP operator (Wednesday cycle)
0000024876,UNES_AP_10,00001,20250326,00001B,1731.85,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,CIT21,112050,HQ weekly AP operator (Wednesday cycle)
0000024877,UNES_AP_10,00002,20250326,00001B,3281.97,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,112052,HQ weekly AP operator (Wednesday cycle)
0000024878,UNES_AP_10,00038,20250326,00001B,97540.19,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,112053,HQ weekly AP operator (Wednesday cycle)
0000024879,UNES_AP_EX,00002,20250326,00001B,992.72,USD,005056BEA1661FD0,I_MARQUAND,20250326,I_MARQUAND,20250326,UNES,SOG01,112053,HQ weekly AP operator (Wednesday cycle)
0000024880,UBO_AP_MAX,00043,20250326,00021B,761278.45,BRL,005056BEA1661FD0,E_AMARAL,20250326,E_AMARAL,20250326,UBO,CIT01,161214,UBO Brazil field office (UBO_AP_MAX)
0000024881,UBO_AP_MAX,00001,20250326,00021B,3441.00,BRL,005056BEA1661FD0,E_AMARAL,20250326,E_AMARAL,20250326,UBO,CIT01,161218,UBO Brazil field office (UBO_AP_MAX)
0000024884,UBO_AP_MAX,00001,20250326,00024B,38313.73,BRL,005056BEA1661FD0,E_AMARAL,20250326,E_AMARAL,20250326,UBO,CIT01,161305,UBO Brazil field office (UBO_AP_MAX)
0000024885,UBO_AP_MAX,00001,20250326,00025B,39277.65,BRL,005056BEA1661FD0,E_AMARAL,20250326,E_AMARAL,20250326,UBO,CIT01,161312,UBO Brazil field office (UBO_AP_MAX)
0000024886,UBO_AP_MAX,00043,20250326,00026B,752891.27,BRL,005056BEA1661FD0,E_AMARAL,20250326,E_AMARAL,20250326,UBO,CIT01,161320,UBO Brazil field office (UBO_AP_MAX)
0000024887,UBO_AP_MAX,00020,20250326,00026B,392526.71,BRL,005056BEA1661FD0,E_AMARAL,20250326,E_AMARAL,20250326,UBO,CIT01,161325,UBO Brazil field office (UBO_AP_MAX)
0000024888,UBO_AP_MAX,00002,20250326,00027B,21213.71,BRL,005056BEA1661FD0,E_AMARAL,20250326,E_AMARAL,20250326,UBO,CIT01,161335,UBO Brazil field office (UBO_AP_MAX)
0000024859,UNES_AP_10,00009,20250325,00001B,86384.21,USD,005056BEA1661FD0,I_MARQUAND,20250325,I_MARQUAND,20250325,UNES,CIT04,095723,HQ weekly AP operator (Wednesday cycle)
0000024860,UNES_AP_10,00001,20250325,00001B,2558.00,USD,005056BEA1661FD0,I_MARQUAND,20250325,I_MARQUAND,20250325,UNES,CIT04,095724,HQ weekly AP operator (Wednesday cycle)
0000024856,UBO_AP_MAX,00043,20250324,00017B,557612.46,BRL,005056BEA1661FD0,E_AMARAL,20250324,E_AMARAL,20250324,UBO,CIT01,164510,UBO Brazil field office (UBO_AP_MAX)
0000024857,UBO_AP_MAX,00004,20250324,00017B,32311.33,BRL,005056BEA1661FD0,E_AMARAL,20250324,E_AMARAL,20250324,UBO,CIT01,164514,UBO Brazil field office (UBO_AP_MAX)
0000024833,UBO_AP_MAX,00068,20250320,00007B,1334123.48,BRL,005056BEA1661FD0,E_AMARAL,20250320,E_AMARAL,20250320,UBO,CIT01,172429,UBO Brazil field office (UBO_AP_MAX)
0000024834,UBO_AP_MAX,00001,20250320,00008B,2384.97,BRL,005056BEA1661FD0,E_AMARAL,20250320,E_AMARAL,20250320,UBO,CIT01,172435,UBO Brazil field office (UBO_AP_MAX)
0000024836,UBO_AP_MAX,00001,20250320,00008B,7861.68,BRL,005056BEA1661FD0,E_AMARAL,20250320,E_AMARAL,20250320,UBO,CIT01,172435,UBO Brazil field office (UBO_AP_MAX)
0000024795,UNES_AP_10,00011,20250319,00001B,45263.82,USD,005056BEA1661FD0,C_LOPEZ,20250319,C_LOPEZ,20250319,UNES,CIT04,094513,HQ weekly AP operator (Wednesday cycle)
0000024796,UNES_AP_10,00001,20250319,00001B,3243.59,USD,005056BEA1661FD0,C_LOPEZ,20250319,C_LOPEZ,20250319,UNES,CIT04,094514,HQ weekly AP operator (Wednesday cycle)
0000024800,UNES_AP_10,00002,20250319,00004B,58223.03,USD,005056BEA1661FD0,C_LOPEZ,20250319,C_LOPEZ,20250319,UNES,SOG01,105800,HQ weekly AP operator (Wednesday cycle)
0000024797,UNES_AP_10,00002,20250319,00004B,22586.23,USD,005056BEA1661FD0,C_LOPEZ,20250319,C_LOPEZ,20250319,UNES,SOG01,105756,HQ weekly AP operator (Wednesday cycle)
0000024798,UNES_AP_10,00002,20250319,00004B,15888.92,USD,005056BEA1661FD0,C_LOPEZ,20250319,C_LOPEZ,20250319,UNES,CIT04,105759,HQ weekly AP operator (Wednesday cycle)
