LENGTH,MSG_CLASS_SCREEN,MP_OFFSET,MP_SC_OFFSET,MSG_NUM_EXIT,NODE_TYPE,CV_RULE,X_COMPLTAB,MP_SELECTION,TAB_KEYFLD,CRLF_ONLY,REACT_LEV_SCREEN,MP_SC_TAB,MP_EXIT_FUNC,DATA_TYPE,TREE_TYPE,FIRSTCHILD_ID,PARENT_ID,MSG_CLASS_EXIT,EX_STATUS,ATOM_HANDL,MP_SC_FLD,VERSION,SHIFTED_OUTPUT,SEGM_CR,TDFORM_NAME,NODE_ID,LEV,MP_CUKY_FLD,SEGM_END,INT_DATA_TYPE,LENGTH_IN_BYTES,TECH_NAME,MP_SC_NODE_ATTR,TREE_ID,SEGM_LF,REF_NAME,MP_CUKY_TAB,MSG_NUM_SCREEN,_tree_id,REACT_LEV_EXIT,MP_SC_NODE,MP_CONST,MP_IF_TP,BROTHER_ID,MP_SC_REF_NAME,CK_EXIT_FUNC,CV_SOURCE_FORMAT,TRAILER
0035,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_0856629490,                    ,2,  ,                              ,000, , ,                    ,N_2021551900,003,                              , , ,,Cd                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_2463988380,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_5498165460,                    ,2,  ,                              ,000, , ,                    ,N_2033487190,002,                              , , ,,Id                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_5721093950,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_2851824500,N_1498466520,                    , ,  ,                              ,000, , ,                    ,N_2045777210,001,                              , , ,,Id                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_7368517580,            ,                              ,          , 
0000,                    ,000,000,,XMAT,          ,,6,      , , ,                              ,                              ,C,PAYM,N_8391136070,N_5649723900,                    , ,  ,                              ,000, , ,                    ,N_2067850270,000,                              , , ,,xmlns                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_5752579380,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_6294588020,                    , ,  ,                              ,000, , ,                    ,N_2068213470,003,                              , , ,,Tp2                                               ,  ,/CGI_XML_CT_UNESCO            , ,RGLRPTGTP2  ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_2834669310,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_2753568390,                    ,2,  ,                              ,000, , ,                    ,N_2086830710,003,                              , , ,,Prtry                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_5029480180,N_5163414480,                    , ,  ,                              ,000, , ,                    ,N_2089048150,004,                              , , ,,RfrdDocInf                                        ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_4897568180,            ,                              ,          , 
0000,                    ,000,000,,ELEM,CL       X,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_2760349120,                    ,2,  ,                              ,000, , ,                    ,N_2112991760,003,                              , , ,,Ref                                               ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_2767025720,N_0132006970,                    , ,  ,                              ,000, , ,                    ,N_2114725670,003,                              , , ,,Tp                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_3152274970,            ,                              ,          , 
0070,                    ,000,000,,ELEM,CL RP    X,,2,      , , ,FPAYP                         ,                              ,C,PAYM,            ,N_4981086760,                    ,2,  ,BNAME                         ,000, , ,                    ,N_2119678460,003,                              , , ,,Nm                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,N_6479664540,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_4360444640,                    , ,  ,                              ,000, , ,                    ,N_2122158140,003,                              , , ,,-StrdLv3CZ1                                       ,  ,/CGI_XML_CT_UNESCO            , ,-STRDLV3CZ1 ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_3365164420,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_8770102090,N_2045777210,                    , ,  ,                              ,000, , ,                    ,N_2161019450,001,                              , , ,,PrvtId                                            ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_3708800720,N_9413293970,                    , ,  ,                              ,000, , ,                    ,N_2170156590,001,                              , , ,,SchmeNm                                           ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_1605357440,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_2962395400,                    ,2,  ,                              ,000, , ,                    ,N_2172489150,003,                              , , ,,Id                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_0691968180,            ,                              ,          , 
0000,                    ,000,000,,ELEM,CL       X,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_4634017880,                    ,2,  ,                              ,000, , ,                    ,N_2174147050,003,                              , , ,,Dept                                              ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_2270667760,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,5,      , , ,FPAYHX                        ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_7469163780,                    , ,  ,RENUM                         ,000, , ,                    ,N_2191345180,001,                              , , ,,MsgId                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,N_9721922410,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_5383824460,                    , ,  ,                              ,000, , ,                    ,N_2223569370,003,                              , , ,,-EndToEndId                                       ,  ,/CGI_XML_CT_UNESCO            , ,-ENDTOENDID ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_8441785890,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_9548754410,N_1402050630,                    , ,  ,                              ,000, , ,                    ,N_2236809990,003,                              , , ,,EqvtAmt                                           ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_7848207940,                    ,2,  ,                              ,000, , ,                    ,N_2242185920,002,                              , , ,,Cd                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_1354320630,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_3816618790,                    , ,  ,                              ,000, , ,                    ,N_2260960950,002,                              , , ,,PmtInfId                                          ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_4932617300,            ,                              ,          , 
0000,                    ,000,000,,ELEM,CL       X,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_4634017880,                    ,2,  ,                              ,000, , ,                    ,N_2270667760,003,                              , , ,,SubDept                                           ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_8210927030,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_4360444640,                    , ,  ,                              ,000, , ,                    ,N_2284171050,003,                              , , ,,-Ustrd                                            ,  ,/CGI_XML_CT_UNESCO            , ,-USTRD      ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_6995550560,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_5064979580,                    ,2,  ,                              ,000, , ,                    ,N_2293686690,003,                              , , ,,SeqNb                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_7407754150,            ,                              ,          , 
0002,                    ,008,006,,ATOM,CL        ,,2,      , , ,SYST                          ,                              ,C,PAYM,            ,N_1716940280,                    , ,  ,DATLO                         ,000, , ,                    ,N_2294947980,000,                              , , ,,DD                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,5,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_7805026370,N_9195885710,                    , ,  ,                              ,000, , ,                    ,N_2303350700,003,                              , , ,,ClrSysId                                          ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_5240096370,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,FPAYH                         ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_7102157750,                    ,2,  ,ZIBAN                         ,000, , ,                    ,N_2317991840,003,                              , , ,,IBAN                                              ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,N_3168899140,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_1160789980,                    , ,  ,                              ,000, , ,                    ,N_2326418530,002,                              , , ,,-PstlAdr_More_Nodes                               ,  ,/CGI_XML_CT_UNESCO            , ,-PSTLADRMORE,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_0293281340,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_4220290120,N_5207120400,                    , ,  ,                              ,000, , ,                    ,N_2329002840,002,                              , , ,,Tp                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_5941131490,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_5356694340,N_3043492130,                    , ,  ,                              ,000, , ,                    ,N_2371218210,002,                              , , ,,SvcLvl                                            ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_7848207940,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_7006370490,N_7407754150,                    , ,  ,                              ,000, , ,                    ,N_2375997480,003,                              , , ,,Prd                                               ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_8630803100,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_3842760480,N_6210260290,                    , ,  ,                              ,000, , ,                    ,N_2405519130,002,                              , , ,,Id                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_6123792920,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,FPAYHX                        ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_2236809990,                    ,2,  ,WAERS                         ,000, , ,                    ,N_2428839270,003,                              , , ,,CcyOfTrf                                          ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_7044805160,                    ,2,  ,                              ,000, , ,                    ,N_2431307040,002,                              , , ,,Prtry                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_9394890100,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_0856629490,                    ,2,  ,                              ,000, , ,                    ,N_2463988380,003,                              , , ,,Prtry                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0035,                    ,000,000,,ELEM,CL RP    X,,5,      , , ,FPAYH                         ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_0978274660,                    ,2,  ,ZBNKA                         ,000, , ,                    ,N_2466426040,003,                              , , ,,Nm                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,N_2938451040,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_8573923400,                    , ,  ,                              ,000, , ,                    ,N_2471894210,002,                              , , ,,Cd                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_0808556820,                    ,2,  ,                              ,000, , ,                    ,N_2473191980,004,                              , , ,,Prtry                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0018,                    ,000,000,,ELEM,AL.=      ,,5,      , , ,FPAYHX                        ,FI_CGI_DMEE_EXIT_W_BADI       ,P,PAYM,N_7615991880,N_8630803100,                    ,2,  ,HWISO                         ,000, , ,                    ,N_2480016880,003,                              , , ,,TaxblBaseAmt                                      ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,N_3868713570,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_6582554760,                    , ,  ,                              ,000, , ,                    ,N_2517145460,003,                              , , ,,-OrgId                                            ,  ,/CGI_XML_CT_UNESCO            , ,-CDORGID    ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_6406447170,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_3842760480,                    , ,  ,                              ,000, , ,                    ,N_2524041960,002,                              , , ,,-Othr9                                            ,  ,/CGI_XML_CT_UNESCO            , ,-DBTROTHR9  ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_0547606300,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,FPAYP                         ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_5443906990,                    ,2,  ,STRFR                         ,000, , ,                    ,N_2524282270,003,                              , , ,,Prtry                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0015,                    ,000,000,,ELEM,AL.=      ,,2,      , , ,FPAYH                         ,                              ,P,PAYM,N_5451958180,N_1402050630,                    , ,  ,RWBTR                         ,000, , ,                    ,N_2555466520,003,WAERS                         , ,A,,InstdAmt                                          ,  ,/CGI_XML_CT_UNESCO            , ,IA          ,FPAYH,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,N_2236809990,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,2,      , , ,FPAYHX                        ,                              ,C,PAYM,            ,N_3346275370,                    ,2,  ,CHECK                         ,000, , ,                    ,N_2560946480,003,                              , , ,,ChqNb                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,N_4259075460,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_6620186670,                    ,2,  ,                              ,000, , ,                    ,N_2629026670,002,                              , , ,,Issr                                              ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_4085486390,N_6690387510,                    , ,  ,                              ,000, , ,                    ,N_2652175830,003,                              , , ,,Authrty                                           ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_7887534710,            ,                              ,          , 
0002,                    ,005,004,,ATOM,CL        ,,2,      , , ,FPAYH                         ,                              ,C,PAYM,            ,N_2689587420,                    , ,  ,VALUT                         ,000, , ,                    ,N_2662885070,000,                              , , ,,MM                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,N_4828117130,            ,                              ,          , 
0015,                    ,000,000,,ELEM,AL.=      ,,5,      , , ,FPAYHX                        ,FI_CGI_DMEE_EXIT_W_BADI       ,P,PAYM,N_3400532900,N_1235564610,                    ,2,  ,WAERS                         ,000, , ,                    ,N_2664646900,004,                              , , ,,CdtNoteAmt                                        ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,N_9264632840,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,FPAYHX                        ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_7522067540,                    ,2,  ,BECSIC1_EXT                   ,000, , ,                    ,N_2666998660,003,                              , , ,,MmbId                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_5099563850,                    ,2,  ,                              ,000, , ,                    ,N_2667125260,001,                              , , ,,Prtry                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_3842760480,                    , ,  ,                              ,000, , ,                    ,N_2679579520,002,                              , , ,,-Othr2                                            ,  ,/CGI_XML_CT_UNESCO            , ,-DBTROTHR2  ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_8381033730,            ,                              ,          , 
0000,                    ,000,000,,ELEM,CL RP    X,,2,      , , ,FPAYH                         ,                              ,C,PAYM,            ,N_2795997530,                    ,2,  ,TELF2                         ,000, , ,                    ,N_2682773050,002,                              , , ,,MobNb                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    ,1,N_3309158080,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_1235564610,                    , ,  ,                              ,000, , ,                    ,N_2683114060,004,                              , , ,,-DscntApldAmt                                     ,  ,/CGI_XML_CT_UNESCO            , ,-DSCNTAPLDAM,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_6259365580,            ,                              ,          , 
0010,                    ,000,000,,ELEM,          ,,6,      , , ,                              ,                              ,C,PAYM,N_1922504750,N_3346275370,                    , ,  ,                              ,000, , ,                    ,N_2689587420,003,                              , , ,,ChqMtrtyDt                                        ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_8635114420,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_7905708490,N_0080854690,                    , ,  ,                              ,000, , ,                    ,N_2753568390,003,                              , , ,,SchmeNm                                           ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_5793586480,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_4255875310,N_8957263060,                    , ,  ,                              ,000, , ,                    ,N_2760349120,003,                              , , ,,CdtrRefInf                                        ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_6458033650,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_2114725670,                    ,2,  ,                              ,000, , ,                    ,N_2767025720,003,                              , , ,,Cd                                                ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_3472320390,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_9606565700,                    ,2,  ,                              ,000, , ,                    ,N_2778617770,002,                              , , ,,Prtry                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_6680752060,                    ,2,  ,                              ,000, , ,                    ,N_2794070060,003,                              , , ,,ToDt                                              ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_3429280040,N_6210260290,                    , ,  ,                              ,000, , ,                    ,N_2795997530,002,                              , , ,,CtctDtls                                          ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_6210260290,                    , ,  ,                              ,000, , ,                    ,N_2825111010,002,                              , , ,,-CtctDtls                                         ,  ,/CGI_XML_CT_UNESCO            , ,-CTCTDTLS   ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_2795997530,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,3,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_6294588020,                    ,2,  ,                              ,000, , ,                    ,N_2834669310,003,                              , , ,,Tp                                                ,1 ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,N_2068213470,                                                                                                                                    , ,N_6079209990,RGLRPTGTP2  ,                              ,          , 
0018,                    ,000,000,,ELEM,AL.=      ,,4,      , , ,                              ,                              ,P,PAYM,            ,N_7469163780,                    , ,  ,                              ,000, , ,                    ,N_2838761660,001,                              , , ,,CtrlSum                                           ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_1498466520,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_0640181980,N_2045777210,                    , ,  ,                              ,000, , ,                    ,N_2851824500,001,                              , , ,,OrgId                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_2161019450,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,8,      , , ,                              ,                              ,C,PAYM,N_3623373620,N_4082185680,                    , ,  ,                              ,000, , ,                    ,N_2895255990,003,                              , , ,,Authstn                                           ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
0000,                    ,000,000,,TECH,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_0978274660,                    , ,  ,                              ,000, , ,                    ,N_2938451040,003,                              , , ,,-PstlAdr                                          ,  ,/CGI_XML_CT_UNESCO            , ,-CDAGPSTLADR,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_0693479130,            ,                              ,          , 
0000,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_4082185680,                    ,2,  ,                              ,000, , ,                    ,N_2944315310,003,                              , , ,,RegnId                                            ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,N_5364747860,            ,                              ,          , 
0035,                    ,000,000,,ELEM,          ,,5,      , , ,                              ,FI_CGI_DMEE_EXIT_W_BADI       ,C,PAYM,            ,N_4259075460,                    ,2,  ,                              ,000, , ,                    ,N_2948106120,003,                              , , ,,Prtry                                             ,  ,/CGI_XML_CT_UNESCO            , ,            ,,   ,/CGI_XML_CT_UNESCO, ,            ,                                                                                                                                    , ,            ,            ,                              ,          , 
